X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
442058.594509638,209231.2863362,5155,BEARDED FROG,0.84,Food Establishment,Restaurant,,5247 SHELBURNE RD,SHELBURNE,CHITTENDEN,05491,8029859877,,,1
442002.911314759,209242.89330975,5157,SHELBURNE VILLAGE MOBIL,0.05,Food Establishment,Caterer,,5252 SHELBURNE RD,SHELBURNE,CHITTENDEN,05403,,,,1
442002.31896135,209176.22375804,5158,VILLAGE WINE AND COFFEE,0.147,Food Establishment,Restaurant,,5288 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,8029858922,,http://www.facebook.com/pages/Village-Wine-and-Coffee/178041025555045,1
442017.3685148,209076.077857502,5159,HEART OF THE VILLAGE,0.189,Food Establishment,B&B,,5347 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,8029859060,,,1
444183.074852821,210701.838164736,5160,KWINIASKA GOLF CLUB,0.84,Food Establishment,Restaurant,,5531 SPEAR ST,SHELBURNE,CHITTENDEN,05482,8024483093,,,1
441910.310615229,208688.093339742,5162,HARRINGTONS,0.26,Food Establishment,Restaurant,,5597 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,8024347500,,,1
441893.877128379,208632.677265688,5163,COLONIAL DELI MART,0.055,Food Establishment,Caterer,,5637 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,(802) 985-2637,,,1
441893.877128379,208632.677265688,5164,Jiffy Mart,0.18,Food Establishment,Convenience Store,,5637 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,8029855663,http://www.jiffymartstores.com/,,1
446159.530499903,209796.24004953,5165,ELLIOT HOUSE BED & BREAKFAST,0.063,Food Establishment,Lodging,,5779 DORSET ST,SHELBURNE,CHITTENDEN,05482,8029858999,,,1
441689.676298838,208078.87466131,5166,SHELBURNE MUSEUM CAFE,2.562,Food Establishment,Restaurant,,6000 SHELBURNE ROAD,SHELBURNE,CHITTENDEN,05482,,http://shelburnemuseum.org/visit/about-the-museum/cafe/,,1
443025.363296357,208600.4802835,5167,WHOLESOME CRAVINGS,0.13,Food Establishment,Bakery,,621 SYCAMORE ST,SHELBURNE,CHITTENDEN,05482,,,,1
441597.631276104,207590.749130913,5168,FOLINOS LLC,0.168,Food Establishment,Restaurant,,6305 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,8028818822,,,1
441815.668227063,207010.95607335,5169,HUNGRY BEAR CAFE,0.26,Food Establishment,Restaurant,,6655 SHELBURNE RD,SHELBURNE,CHITTENDEN,05482,(802) 846-2092,,,1
440936.69647831,209430.253751871,5170,ARBORS NURSING HOME,0.063,Nursing/Assisted Living,Residential Facility,,687 HARBOR ROAD,SHELBURNE,CHITTENDEN,05842,(802) 985-9787,,,1
440936.69647831,209430.253751871,5171,ARBORS SENIOR LIVING,0.273,Nursing/Assisted Living,Residential Facility,,687 HARBOR ROAD,SHELBURNE,CHITTENDEN,05842,(802) 318-4445,http://www.arborsatshelburne.com/,,1
441305.726677492,208815.737991406,5172,TEENY TINY SPICE CO OF VERMONT,,Food Manufacturer,Food Processor,,72 TRACY LANE,SHELBURNE,CHITTENDEN,05482,,,,1
447087.298021825,207266.158518715,5174,LINDA FURIYA FOODS LLC,0.05,Food Establishment,Caterer,,814 SHELBURNE HINESBURG ROAD,SHELBURNE,CHITTENDEN,05482,,,,1
442933.722098092,212701.780739324,5175,PAMS DELI,0.05,Food Establishment,Caterer,,88 LAKEVIEW DRIVE,SHELBURNE,CHITTENDEN,05482,,,,1
442449.673212733,206583.067836169,5176,BARNHOUSE BED & BREAKFAST,0.042,Food Establishment,Restaurant,,9 MCDONALD FARM ROAD,SHELBURNE,CHITTENDEN,05482,,,,1
442574.765648258,208115.480807491,5177,NATALIAS MARKET,0.055,Food Establishment,Caterer,,935 FALLS RD,SHELBURNE,CHITTENDEN,05482,(802) 985-2677,,,1
442088.892688562,209053.218023564,5179,BARKEATERS,0.525,Food Establishment,Restaurant,,97 FALLS RD,SHELBURNE,CHITTENDEN,05482,8029852830,http://www.barkeatersrestaurant.com/,,1
443961.507227065,216437.78100046,5180,KLINGERS BREAD COMPANY,0.1575,Food Establishment,Bakery,,10 FARRELL ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028606322,,,1
443961.507227065,216437.78100046,5181,Domino’s Pizza,0.05,Food Establishment,Caterer,,10 FARRELL ST,SOUTH BURLINGTON,CHITTENDEN,05403,8026585667,,,1
446106.060801308,218742.193404317,5182,RICK MARCOTTE CENTRAL SCHOOL,0.18871,Food Establishment,School,,10 MARKET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8026589020,,,1
445867.899905578,218810.845130292,5183,EDIBLE ARRANGEMENTS,0.05,Food Establishment,Caterer,,100 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8029519100,,,1
445867.899905578,218810.845130292,5184,PULCINELLAS,0.924,Food Establishment,Restaurant,,100 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,802-863-1000,http://www.pulcinellas.us/,http://www.facebook.com/pages/Pulcinellas/360900662470,1
447105.157126117,217322.71210427,5185,LANE PRESS INC THE,0.26,Food Establishment,Restaurant,,1000 HINESBURG RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 264-1460,,,1
443518.984804094,215897.088831891,5186,RODEWAY INN,0.26,Food Establishment,Restaurant,,1016 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 862-6421,,,1
443518.984804094,215897.088831891,5187,TRAVELODGE,0.2625,Food Establishment,Restaurant,,1016 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028626421,,,1
445843.288880208,218722.149686835,5188,BARNES & NOBLE BOOKSELLERS,0.26,Food Establishment,Restaurant,,102 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,5163386554,,,1
448428.007877252,217523.235903209,5189,BIRNN CHOCOLATES OF VERMONT INC,,Food Manufacturer,Sweets,,102 KIMBALL AVE STE 4,SOUTH BURLINGTON,CHITTENDEN,05403,8028601047,,,1
443431.031257832,215853.401874917,5190,OLIVE GARDEN ITALIAN RESTAURANT #1520,0.26,Food Establishment,Restaurant,,1025 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,4072454000,http://www.olivegarden.com/italian-restaurant/VT/Burlington/1520/,,1
445837.273758016,218955.562799316,5191,INTERSTATE SHELL,0.05,Food Establishment,Caterer,,1055 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 660-9405,,,1
445814.605798377,219100.214398264,5192,HOLIDAY INN HARPERS,4.2,Food Establishment,Restaurant,,1068 Williston RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028636363,,,1
446013.708838372,219120.784613489,5193,UPPER DECK PUB,0.13,Food Establishment,Restaurant,Bars/Pubs,1076 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,http://windjammerrestaurant.com/upper-deck-pub/,,1
446013.708838372,219120.784613489,5194,WINDJAMMER RESTAURANT,3.465,Food Establishment,Restaurant,,1076 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026510641,http://windjammerrestaurant.com/,,1
447863.084610763,218538.96869673,5195,SUPERB CUPCAKES TO GO,0.13,Food Establishment,Bakery,,1085 AIRPORT DRIVE,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446986.135428785,217368.129982992,5196,Jiffy Mart,0.18,Food Establishment,Convenience Store,,110 KENNEDY DR,SOUTH BURLINGTON,CHITTENDEN,05151,8028650143,http://www.jiffymartstores.com/,,1
443508.229721925,215574.918442748,5197,SHELBURNE ROAD SHORT STOP,0.18,Food Establishment,Grocery,,1110 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 865-2005,,,1
443508.229721925,215574.918442748,5198,SHELBURNE ROAD JOLLEY #146,0.05,Food Establishment,Convenience Store,,1110 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8025273272,http://jolleyshortstop.com/,,1
445948.116937813,218887.966058297,5199,TRADER DUKE'S RESTAURANT,7.455,Food Establishment,Restaurant,,1117 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026580250,http://doubletree.hilton.com/en/dt/hotels/hotelpromo.jhtml?ctyhocn=BTVDTDTandpromo=traderdukes,,1
445956.812166011,218976.794041654,5200,CHAMPLAIN FARMS,0.126,Food Establishment,Mobile Unit,,1800 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028605845,,,1
443412.117637602,215509.077359574,5201,McDonald’s,0.26,Food Establishment,Restaurant,,1125 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,6037320864,,,1
446052.202804878,218964.890038353,5202,MOES SOUTHWEST GRILL,1.134,Food Establishment,Restaurant,,1150 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026624114,,,1
446775.323873753,219814.598840021,5203,802 BBQ,0.05,Food Establishment,Caterer,,116 KIRBY ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446083.846322206,218942.402750932,5204,CHICKEN CHARLIES,0.42,Food Establishment,Restaurant,,1160 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028621211,,,1
446083.846322206,218942.402750932,5206,LEONARDO'S PIZZA,0.26,Food Establishment,Restaurant,,1160 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028638404,http://www.leonardosonline.com/,http://www.facebook.com/pages/Leonardos-Pizza/84574826169?ref=search&v=wall,1
446107.717132959,218942.205025575,5207,LING'S RESTAURANT,0.26,Food Establishment,Restaurant,,1164 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446115.582063626,218931.02737821,5208,BAGEL PLACE THE,0.2205,Food Establishment,Bakery,,1166 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8024792058,,,1
446187.47027031,218963.770090722,5209,CHEESE TRADERS,0.18,Food Establishment,Grocery,Specialty foods,1186 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,http://www.cheesetraders.com/,https://www.facebook.com/CheeseTraders,1
445106.923993075,219161.70834418,5210,BURLINGTON TENNIS CLUB,0.05,Food Establishment,Private Club,,12 1/2 East  TER,SOUTH BURLINGTON,CHITTENDEN,05446,8028633439,,,1
446623.307934954,217771.143677288,5212,GAVINS TO GO LLC,0.05,Food Establishment,Caterer,,12 WOODCREST DRIVE,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
447898.383707107,218972.07222468,5216,CHUBBY MUFFIN THE,0.2625,Food Establishment,Restaurant,,1200 AIRPORT DR,SOUTH BURLINGTON,CHITTENDEN,05401,8025983028,,,1
446202.924805818,218908.079725447,5217,BURGER KING #2362,1.344,Food Establishment,Restaurant,,1200 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446901.555581292,220658.118958048,5218,PIZZA PUTT,1.575,Food Establishment,Restaurant,,1205 AIRPORT PARKWAY,SOUTH BURLINGTON,CHITTENDEN,05403,8028627888,http://www.pizzaputt.com/,,1
446241.883604766,218807.74514912,5219,McDonald’s,0.26,Food Establishment,Restaurant,,1205 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028633543,,,1
446242.526117421,218885.527446404,5220,QUIZNO'S SUBS,0.4095,Food Establishment,Restaurant,,1208 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446893.096382728,218646.823571412,5221,WOODEN SPOON BISTRO,0.42,Food Establishment,Restaurant,,1210 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,,http://www.woodenspoonbistro.com/,,1
446235.211728471,218963.375486446,5222,HIGHER GROUND,0.735,Food Establishment,Restaurant,,1214 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026547079,,,1
446235.211728471,218963.375486446,5223,ENCORE CATERING,0.05,Food Establishment,Caterer,,1214 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05408,8026837580,http://encorecateringvt.com/,,1
446267.131115751,218974.224370383,5224,SILVER PALACE,0.945,Food Establishment,Restaurant,,1216 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028640125,,https://www.facebook.com/pages/Silver-Palace-Vermont/176277686635,1
446274.2624029,218874.152853214,5225,Dunkin’ Donuts,0.336,Food Establishment,Bakery,,1220 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026584157,,,1
447715.286148449,218962.428247436,5226,AIRPORT GROCERY,0.05,Food Establishment,Caterer,,1223 AIRPORT DR,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
447715.286148449,218962.428247436,5227,AVIATION DELI & FINE FOODS,0.05,Food Establishment,Caterer,,1223 AIRPORT DR,SOUTH BURLINGTON,CHITTENDEN,05403,802-399-2206,,,1
446156.973753886,215274.676782735,5229,VERMONT NATIONAL COUNTRY CLUB,2.205,Food Establishment,Restaurant,,1227 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028647770,,,1
446337.918549733,218873.627648539,5230,802 COCKTAILS,0.603636177141831,Food Establishment,Caterer,,1250 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028649817,,,1
446337.918549733,218873.627648539,5231,ZACHARY'S PIZZA,3.045,Food Establishment,Restaurant,,1250 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028649817,,,1
446345.142682953,218784.667990504,5232,ALS FRENCH FRYS,1.68,Food Establishment,Restaurant,,1251 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028629203,http://www.alsfrenchfrys.com/,https://www.facebook.com/pages/Als-French-Frys/139009129485782,1
446448.128169456,218728.257212529,5233,LAQUINTA INN & SUITES #2036,0.26,Food Establishment,Lodging,,1285 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028653400,,,1
446488.096873568,218750.153466775,5234,GAGAN ASIAN GROCERY STORE,0.18,Food Establishment,Grocery,Specialty foods,1293 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,https://www.facebook.com/pages/Gagan-Asian-Grocery-Store/157610634261911,1
446519.74292368,218727.668328098,5235,MARCO'S PIZZA,0.525,Food Establishment,Restaurant,,1301 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028640842,,https://www.facebook.com/pages/Marcos-Pizza-VT/400805102221,1
446496.419447943,218794.535066311,5236,U SAVE BEVERAGE CENTER,0.05,Food Establishment,Caterer,,1302 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446519.65161352,218716.556573628,5237,TIAN FU BUFFET,1.4175,Food Establishment,Restaurant,,1303 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,6462867089,,,1
443472.625529169,215141.838454517,5239,UNO PIZZERIA & GRILL,0.26,Food Establishment,Restaurant,,1330 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028654000,,,1
443472.625529169,215141.838454517,5240,UNO CHICAGO GRILL,0.26,Food Establishment,Restaurant,,1330 SHELBURNE ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446630.870292607,218693.418589506,5241,GRACEYS STORE,0.05,Food Establishment,Caterer,,1333 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05401,8028628553,,,1
443351.752278783,214976.200269093,5242,Dunkin’ Donuts,0.2415,Food Establishment,Caterer,,977 Shelburne  RD,SOUTH BURLINGTON,CHITTENDEN,05406,6033442584,,,1
446646.87585627,218704.399859801,5243,ROTISSERIE THE,0.924,Food Establishment,Restaurant,,1355 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026581838,,,1
445071.878817799,215005.922552721,5244,JOURNEYS TABLE,,Food Manufacturer,Food Processor,,14 PINNACLE DRIVE,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446482.170533684,217061.103515407,5245,TWIN OAKS TENNIS CENTER,0.26,Food Establishment,Restaurant,,142 W TWIN OAKS TER,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 658-0001,,,1
443129.500368501,215055.924077392,5248,NPC PROCESSING,,Food Manufacturer,Meat/Poultry/Seafood,,15 HOLMES RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 6600-496,,,1
445976.9934747,218532.125638417,5250,WINGS OVER BURLINGTON,0.231,Food Establishment,Restaurant,,150 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 863-9464,,,1
445976.9934747,218532.125638417,5251,OUTBACK STEAKHOUSE,2.3625,Food Establishment,Restaurant,,150 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028620003,,,1
445976.9934747,218532.125638417,5252,OSAKA HANA JAPANESE RESTAURANT,0.63,Food Establishment,Restaurant,,150 DORSET ST STE 340,SOUTH BURLINGTON,CHITTENDEN,05403,8024483525,,,1
447107.943207566,218645.073994778,5253,GAZEBO APARTMENTS AT PILLSBURY MANOR,0.21,Nursing/Assisted Living,Residential Facility,,1510 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
447187.245602394,218611.092545806,5254,PILLSBURY MANOR NORTH,0.18375,Nursing/Assisted Living,Residential Facility,,1530 WILLISTON ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
445555.156215238,218524.528168633,5255,APPLEBEES NEIGHBORHOOD GRILL & BAR,0.79,Food Establishment,Restaurant,,155 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028622828,,,1
445555.156215238,218524.528168633,5256,BEN & JERRYS,0.13,Food Establishment,Bakery,,155 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,,http://www.benjerry.com/,,1
445555.156215238,218524.528168633,5257,FORTUNE COOKIE,0.05,Food Establishment,Caterer,,155 DORSET ST UNIV MALL UNIT F6,SOUTH BURLINGTON,CHITTENDEN,05403,8028653376,,,1
445555.156215238,218524.528168633,5258,McDonald’s,0.1875,Food Establishment,Restaurant,,1205 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028633543,,,1
445555.156215238,218524.528168633,5260,SUBWAY,0.13,Food Establishment,Restaurant,Deli,35 WHITE ST,SOUTH BURLINGTON,CHITTENDEN,05403,8022498738,,,1
445555.156215238,218524.528168633,5262,Dunkin’ Donuts,0.26,Food Establishment,Caterer,,977 Shelburne  RD,SOUTH BURLINGTON,CHITTENDEN,05403,6033442584,,,1
445555.156215238,218524.528168633,5263,QUIZNO'S SUBS,0.26,Food Establishment,Restaurant,,155 DORSET STREET,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
445555.156215238,218524.528168633,5265,TACO BELL,0.05,Food Establishment,Caterer,,155 DORSET STREET,SOUTH BURLINGTON,CHITTENDEN,05403,,http://www.tacobell.com/,https://www.facebook.com/tacobell,1
445555.156215238,218524.528168633,5266,IHOP,1.7325,Food Establishment,Restaurant,,155 DORSET ST STE D6,SOUTH BURLINGTON,CHITTENDEN,05482,8026583303,,,1
445555.156215238,218524.528168633,5267,TROPICAL YOGURT,0.05,Food Establishment,Caterer,,155 Dorset  ST,SOUTH BURLINGTON,CHITTENDEN,05403,8027930360,,,1
444919.572166213,214884.970965456,5268,OVERLOOK PARK B & B,0.084,Food Establishment,Restaurant,,1560 SPEAR ST,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 862-2762,,,1
446400.40745291,213894.727663351,5269,MILL MARKET & DELI,0.13,Food Manufacturer,Juice/Cider,,1580 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028624602,http://www.themillmarketanddeli.com/,,1
447511.614370056,218375.106583388,5271,GUILD TAVERN,2.1,Food Establishment,Restaurant,,1633 WILLISTON RD STE 2,SOUTH BURLINGTON,CHITTENDEN,05403,8024971026,,,1
447536.382886237,218486.031602522,5274,BURL LODGE #1618 LOYAL ORDER MOOSE INC,0.63,Food Establishment,Restaurant,,1636 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026555192,,,1
447718.780138133,218406.776658762,5275,PARKWAY DINER,0.5145,Food Establishment,Restaurant,,1696 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026521155,,,1
443384.804208409,214198.036392344,5276,SMART SUITES LLC,0.26,Food Establishment,Lodging,,1700 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05401,8028647444,,,1
443392.0914009,214120.185488417,5279,LAKE VIEW HOUSE,2.0685,Food Establishment,Restaurant,,1710 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028647444,http://www.lakeviewhouserestaurant.com/,http://www.facebook.com/lakeviewhouse,1
443535.13408527,214085.607140836,5280,COMFORT SUITES,0.2625,Food Establishment,Restaurant,,1712 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028647444,,,1
443535.13408527,214085.607140836,5281,SUNSET BALLROOM,2.604,Food Establishment,Restaurant,,1712 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026583663,,,1
443543.09698595,214085.538159943,5282,WATERFRONT CATERING GROUP,0.05,Food Establishment,Restaurant,,1712 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 658-3663,https://waterfrontcateringgroup.com/,,1
443415.594106255,214075.531346274,5283,HOLIDAY INN EXPRESS,0.525,Food Establishment,Restaurant,,1720 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028606000,,,1
443341.31999667,213776.138758209,5284,JOLLEY SOUTH #104,0.13,Food Establishment,Convenience Store,Deli,1830 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8025273272,http://jolleyshortstop.com/,,1
443340.837069708,213720.580409266,5285,PAULINE'S CAFE & RESTAURANT,1.575,Food Establishment,Restaurant,,1834 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028621081,http://www.paulinescafe.com/,,1
448040.052186948,216781.787468004,5286,SIDEWALK SHACK LLP THE,0.05,Food Establishment,Caterer,,185 TILLEY DRIVE,SOUTH BURLINGTON,CHITTENDEN,05452,,,,1
443245.083388435,213699.188400599,5287,SHELBURNE ROAD VARIETY,0.13,Food Establishment,Convenience Store,Deli,1855 SHELBURNE RD,SOUTH BURLINGTON,CHITTENDEN,05403,8026580332,,,1
448147.072867533,218225.551298765,5288,GONZOS HD SPORTS,0.294,Food Establishment,Restaurant,,1860 WILLISTON RD STE 2,SOUTH BURLINGTON,CHITTENDEN,05403,8028810660,,,1
448273.426243445,218102.309071632,5290,HONG KONG KITCHEN,0.09975,Food Establishment,Caterer,,1930 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028624622,http://www.hongkongkitchenvt.com/,,1
448273.426243445,218102.309071632,5291,POUR HOUSE,0.798,Food Establishment,Restaurant,,1930 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,802-862-3653,http://www.pourhousevt.com/,https://www.facebook.com/pages/The-Pour-House/115829118442498,1
443661.02785172,215751.395776485,5292,ORCHARD SCHOOL,0.20792,Food Establishment,School,,2 BALDWIN AVE,SOUTH BURLINGTON,CHITTENDEN,05403,8026589030,,,1
443781.025573643,213972.356513382,5293,ALLENWOOD AT PILLSBURY MANOR,0.1575,Nursing/Assisted Living,Residential Facility,,20 HARBOR VIEW ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
443781.025573643,213972.356513382,5294,PILLSBURY MANOR SOUTH,0.3675,Nursing/Assisted Living,Residential Facility,,20 HARBORVIEW ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
445576.612962738,218235.423044432,5296,HANNAFORD SUPERMARKET & PHARMACY #8357,0.13,Food Establishment,Bakery,,217 DORSET ST UNIVERSITY MALL,SOUTH BURLINGTON,CHITTENDEN,05403,2078853321,http://www.hannaford.com/,https://www.facebook.com/Hannaford,1
443146.578267201,216100.354537509,5297,HANNAFORD SUPERMARKET & PHARMACY  #8303,0.72,Food Establishment,Bakery,,218 HANNAFORD DR,SOUTH BURLINGTON,CHITTENDEN,05403,2078853321,http://www.hannaford.com/,https://www.facebook.com/Hannaford,1
445903.344781222,218288.261991243,5298,HEALTHY LIVING MARKET,0.8085,Food Establishment,Bakery,,222 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8028632569,http://www.healthylivingmarket.com/,https://www.facebook.com/HealthyLivingMarket,1
444112.656532319,221059.313584987,5299,ST. JOSEPH'S RESIDENTIAL CARE HOME,0.21525,Nursing/Assisted Living,Residential Facility,,243 NORTH PROSPECT STREET,SOUTH BURLINGTON,CHITTENDEN,05401,,,,1
446622.730791078,218671.26033848,5300,GRACY'S LIQUOR STORE,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",26 HINESBURG ROAD,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
447056.943134721,219223.338319654,5302,CHAMBERLIN SCHOOL,0.24747,Food Establishment,School,,262 WHITE ST,SOUTH BURLINGTON,CHITTENDEN,05403,8026589040,,,1
446574.645888938,217660.417989657,5303,GENOISE CAKES,0.13,Food Establishment,Home-based Business,,28 WOODCREST DR,SOUTH BURLINGTON,CHITTENDEN,05403,8028636307,,,1
448677.079540967,216810.073028337,5304,KESTREL COFFEE ROASTERS,0.26,Food Manufacturer,Food Processor,,30 COMMUNITY DR STE 3,SOUTH BURLINGTON,CHITTENDEN,05403,8023910081,https://www.kestrelcoffees.com,,1
448677.079540967,216810.073028337,5305,SUGARSNAP TECHNOLOGY PARK,0.504,Food Establishment,Bakery,,30 COMMUNITY DR,SOUTH BURLINGTON,CHITTENDEN,05403,8022495310,,,1
446013.186432099,218098.437355339,5306,CHAMPLAIN FARMS,0.26,Food Establishment,Caterer,,801 WILLISTON RD,SOUTH BURLINGTON,CHITTENDEN,05403,8028605853,http://www.champlainfarms.com/,,1
453053.993977642,132207.081683441,5307,CLOUD 9 CATERERS,0.05,Food Establishment,Caterer,,33 BUTLER DRIVE,SOUTH BURLINGTON,CHITTENDEN,05446,,http://cloud9caterers.com/,,1
445909.825161348,218110.407928453,5308,MT BELLIES DELI/DORSET ST BEVERAGE,0.13,Food Establishment,Restaurant,Deli,340 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 863-8058,,,1
445909.825161348,218110.407928453,5309,DORSET STREET BEVERAGE CENTER,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",340 DORSET STREET,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
446512.516324664,218816.627763543,5310,GT BAGEL FACTORY,0.26,Food Establishment,Restaurant,,35 WHITE ST,SOUTH BURLINGTON,CHITTENDEN,05403,(802) 655-2660,,,1
482084.017878774,101058.201444858,5311,SUBWAY,0.525,Food Establishment,Restaurant,,35 WHITE ST,SOUTH BURLINGTON,CHITTENDEN,05495,8022498738,,,1
443829.828893345,216861.192099287,5312,NEW FARMS FOR NEW AMERICANS,0.05,Food Establishment,Caterer,,351 FARRELL STREET #102,SOUTH BURLINGTON,CHITTENDEN,05403,,,,1
445931.48404932,217843.527787716,5313,LEES CHINESE RESTAURANT,0.231,Food Establishment,Restaurant,,360 DORSET ST,SOUTH BURLINGTON,CHITTENDEN,05403,8026573218,,,1
445931.48404932,217843.527787716,5314,UNCLE TONYS PIZZA,0.26,Food Establishment,Caterer,,360 DORSET ST STE 2,SOUTH BURLINGTON,CHITTENDEN,05403,8028645222,http://www.uncletonysvt.com/,,1
444953.397307949,218885.19136871,5315,QUARRY HILL CLUB,0.4725,Food Establishment,Restaurant,,259 QUARRY HILL RD,SOUTH BURLINGTON,CHITTENDEN,05401,8022332563,,,1
